Order ID,Order Date,Order Priority,Order Quantity,Discount,Ship Mode,CustID,ProductID,Ship Date
34246,10/8/2017 11:08,Critical,13,0.014,Express Air,46,MT807038,10/18/2017 1:13
35047,6/9/2017 17:08,Medium,9,0.021,Express Air,57,CS118608,7/2/2017 19:19
36134,11/23/2017 17:15,Low,4,0.025,Express Air,17,BS166560,12/3/2017 17:51
36646,6/9/2017 6:28,Medium,14,0.007,Express Air,1,CK1220564,7/9/2017 5:56
37541,2/26/2017 3:18,Medium,13,0.007,Express Air,10,LC7050110,3/22/2017 1:24
37541,2/27/2017 22:53,Medium,9,0.023,Express Air,10,MS17830139,3/9/2017 5:00
37541,2/26/2017 9:33,Medium,8,0.014,Express Air,10,NC186257,2/28/2017 22:01
37860,8/27/2017 21:13,Medium,7,0.01,Express Air,55,CL1270058,9/20/2017 3:48
40036,6/8/2017 22:17,Not Specified,8,0.012,Express Air,52,JC157757,6/9/2017 11:10
40804,3/13/2017 15:11,Medium,8,0.001,Delivery Truck,2,DB1306027,3/18/2017 19:28
42209,3/29/2017 14:25,High,8,0.015,Express Air,18,SJ2021582,4/9/2017 3:53
42209,3/30/2017 11:20,High,14,0.01,Express Air,18,AB25586,4/27/2017 15:47
42561,2/7/2017 7:12,Low,14,0.015,Express Air,38,PB1880593,2/19/2017 11:10
42695,12/22/2017 17:41,Not Specified,12,0.021,Express Air,40,HL1504093,1/12/2018 1:21
43236,7/4/2017 19:31,Not Specified,8,0.015,Express Air,42,AB10105140,7/18/2017 15:23
43329,3/7/2017 11:53,Medium,9,0.013,Express Air,41,NF1847527,3/28/2017 0:17
43392,12/31/2017 2:43,Medium,7,0.011,Express Air,41,MR1754558,1/19/2018 17:48
43781,2/3/2017 23:39,Not Specified,12,0.001,Express Air,10,CB1241548,2/8/2017 22:47
43781,2/3/2017 22:13,Not Specified,8,0.005,Express Air,10,LC1705092,2/10/2017 21:59
44519,5/19/2017 13:16,High,8,0.022,Express Air,25,MG814533,5/28/2017 11:46
44519,5/19/2017 11:39,High,9,0.005,Express Air,25,EM1396058,5/29/2017 7:30
44519,5/20/2017 17:37,High,8,0.006,Delivery Truck,25,DJ1342082,6/9/2017 4:52
45217,9/1/2017 18:34,Not Specified,12,0.024,Express Air,37,BO1142582,9/11/2017 3:09
45766,5/8/2017 17:19,High,14,0.003,Express Air,57,BT1153058,5/23/2017 12:07
45766,5/8/2017 17:34,High,13,0.003,Express Air,57,SV2078545,5/25/2017 11:11
45957,9/21/2017 12:04,Critical,14,0.017,Express Air,8,BG1174078,10/17/2017 5:23
45957,9/21/2017 21:25,Critical,12,0.023,Express Air,8,BP11290113,10/20/2017 16:01
47460,10/11/2017 5:11,Critical,4,0.002,Express Air,42,RR1952536,11/9/2017 15:25
47749,3/17/2017 4:28,Medium,8,0.021,Express Air,48,CC1247558,4/12/2017 21:05
47873,11/13/2017 6:39,Critical,10,0.002,Express Air,41,LT1676564,11/14/2017 9:35
48839,7/11/2017 13:27,Critical,6,0.019,Express Air,9,SH997557,7/15/2017 23:07
50278,5/25/2017 23:44,High,8,0,Express Air,28,TB2125031,6/24/2017 18:13
50278,5/26/2017 12:41,High,9,0.015,Delivery Truck,28,PS1897028,6/2/2017 6:22
51169,12/24/2017 9:22,High,9,0.01,Express Air,48,NZ1856558,1/18/2018 14:28
52193,3/6/2017 1:56,Not Specified,13,0.002,Express Air,55,SC200507,3/16/2017 22:59
52193,3/6/2017 11:49,Not Specified,7,0.007,Express Air,55,AM10705125,3/25/2017 7:33
52807,11/26/2017 4:16,Medium,8,0.017,Express Air,36,JS1559559,11/28/2017 7:51
52964,3/31/2017 1:44,Critical,8,0.002,Express Air,13,NZ1856558,4/19/2017 14:07
54274,11/23/2017 20:34,Not Specified,8,0.023,Express Air,27,EL137357,12/21/2017 0:55
54276,2/6/2017 10:35,Not Specified,13,0.014,Express Air,49,FH1427559,2/20/2017 20:29
54628,6/6/2017 9:37,High,10,0.01,Express Air,53,DM1352558,6/30/2017 5:04
55363,12/28/2017 11:03,High,8,0.006,Express Air,64,SM1032025,1/19/2018 12:39
57127,2/16/2017 9:11,Low,9,0.008,Express Air,37,LS1724582,3/7/2017 3:05
57344,9/25/2017 7:43,High,8,0.022,Express Air,12,CM1181597,10/15/2017 15:12
58150,5/8/2017 9:09,Critical,8,0.014,Express Air,62,JB1540051,5/13/2017 2:15
59651,5/21/2017 22:07,Critical,9,0,Express Air,44,SS20140104,6/18/2017 2:39
59651,5/21/2017 10:53,Critical,8,0.002,Express Air,44,BW1111058,6/10/2017 16:32
769,6/2/2017 1:07,Medium,9,0.002,Delivery Truck,66,GZ1447064,6/26/2017 8:14
773,9/26/2017 8:50,Medium,14,0.013,Express Air,67,JE1561058,10/15/2017 19:28
2339,12/14/2017 4:19,Low,14,0.007,Express Air,69,JK1609058,12/18/2017 16:37
4007,6/18/2017 17:22,High,7,0.019,Delivery Truck,54,GR1456082,7/9/2017 9:26
4007,6/18/2017 11:28,High,8,0.01,Delivery Truck,54,LH1715545,7/3/2017 8:20
8131,5/4/2017 11:50,Critical,14,0.016,Delivery Truck,67,JM1586597,6/2/2017 22:08
10435,8/10/2017 6:58,Medium,13,0.014,Delivery Truck,74,AF1087014,9/3/2017 13:54
10435,8/10/2017 3:42,Medium,6,0.004,Delivery Truck,74,TS2150545,9/8/2017 12:19
10852,10/27/2017 1:21,High,13,0.014,Delivery Truck,65,BM115757,11/16/2017 17:28
10852,10/26/2017 5:31,High,4,0.003,Delivery Truck,65,AH100308,11/3/2017 20:50
15463,7/24/2017 17:58,Low,9,0.02,Express Air,74,NF1859527,8/6/2017 15:42
15618,8/5/2017 13:44,Medium,8,0.018,Delivery Truck,73,AH10120140,8/29/2017 6:06
15618,8/4/2017 23:12,Medium,13,0.01,Delivery Truck,73,RB19330120,8/7/2017 21:28
15618,8/4/2017 14:02,Medium,14,0.02,Delivery Truck,73,CS11950124,8/8/2017 6:00
17090,4/28/2017 19:10,Low,8,0.025,Delivery Truck,77,GH1466527,5/17/2017 17:47
17090,4/29/2017 1:00,Low,9,0.005,Delivery Truck,77,DB1306027,5/15/2017 22:04
18210,8/6/2017 2:31,Not Specified,8,0.011,Delivery Truck,77,TB2117564,8/8/2017 12:33
18210,8/7/2017 9:18,Not Specified,11,0.023,Delivery Truck,77,BP1123058,8/8/2017 0:35
20033,5/21/2017 0:01,Critical,9,0.014,Delivery Truck,54,KH1633059,6/5/2017 9:43
22469,10/12/2017 6:04,High,14,0.024,Delivery Truck,54,SL2015582,11/7/2017 20:34
22469,10/12/2017 0:50,High,9,0.002,Delivery Truck,54,QJ1925527,10/16/2017 9:04
22656,12/22/2017 10:34,Not Specified,5,0,Express Air,74,RE1945036,1/13/2018 16:56
24806,9/7/2017 6:39,Not Specified,9,0.024,Delivery Truck,80,EH14005120,9/22/2017 7:41
25154,8/21/2017 23:46,High,13,0.005,Delivery Truck,70,TC2114582,9/12/2017 20:17
25315,12/2/2017 17:33,Low,9,0.018,Express Air,73,DG1330082,12/17/2017 0:37
25315,12/3/2017 8:44,Low,14,0.002,Delivery Truck,73,RR1952536,12/28/2017 6:57
25315,12/2/2017 11:53,Low,10,0.025,Delivery Truck,73,LW1699045,12/7/2017 12:17
28836,10/25/2017 1:16,High,6,0.022,Delivery Truck,71,SM2000518,11/3/2017 10:19
28836,10/24/2017 1:23,High,12,0.016,Delivery Truck,71,JR1567048,11/3/2017 18:43
28995,5/13/2017 15:17,High,8,0.003,Delivery Truck,76,AP1091527,5/27/2017 12:43
28995,5/12/2017 5:16,High,13,0.022,Delivery Truck,76,CM1216027,5/18/2017 6:20
29121,4/12/2017 13:05,Medium,9,0.02,Delivery Truck,54,MW182207,4/25/2017 23:58
29382,11/17/2017 17:16,High,14,0,Delivery Truck,77,DP1316558,12/17/2017 20:49
29382,11/17/2017 12:44,High,14,0.02,Express Air,77,AM1070559,12/17/2017 22:09
29445,9/29/2017 4:35,High,8,0.021,Delivery Truck,65,CK1259592,10/21/2017 3:50
29762,8/3/2017 7:28,Critical,8,0.025,Delivery Truck,83,GM1444027,8/6/2017 17:28
30243,5/5/2017 15:44,Critical,5,0.02,Delivery Truck,76,CM1183045,5/16/2017 4:07
30243,5/6/2017 0:47,Critical,8,0.001,Delivery Truck,76,FM1429065,5/23/2017 21:58
30372,8/31/2017 8:23,High,7,0.019,Delivery Truck,72,DJ3510137,9/27/2017 20:25
33763,9/24/2017 15:12,Not Specified,6,0.011,Delivery Truck,74,KH1633059,10/5/2017 15:51
34438,12/12/2017 11:45,High,12,0.019,Delivery Truck,65,DJ88887148,12/20/2017 12:23
35141,9/12/2017 12:23,Medium,8,0.024,Delivery Truck,69,JH1591066,9/26/2017 23:27
35300,3/3/2017 1:52,Medium,8,0.001,Delivery Truck,78,PC1900078,3/31/2017 1:04
35300,3/3/2017 5:49,Medium,9,0.01,Delivery Truck,78,CM12235139,3/19/2017 2:48
35300,3/2/2017 4:21,Medium,13,0.019,Delivery Truck,78,DK337533,3/16/2017 10:35
36293,12/30/2017 5:05,Medium,10,0.003,Delivery Truck,4,AH100757,1/24/2018 20:24
36293,12/31/2017 19:55,Medium,5,0.006,Express Air,4,AS1063092,1/29/2018 12:02
40800,12/5/2017 9:51,Not Specified,12,0,Delivery Truck,84,DP1316558,12/14/2017 11:02
41570,12/4/2017 15:02,Not Specified,12,0.018,Delivery Truck,65,JR1567027,1/2/2018 10:14
42754,8/24/2017 20:31,Critical,12,0.023,Delivery Truck,79,MV1748545,8/27/2017 1:28
51075,11/23/2017 0:06,Not Specified,14,0.005,Express Air,4,HK1489045,12/7/2017 1:16
51558,3/30/2017 9:14,Not Specified,5,0.009,Delivery Truck,77,HH5010129,4/25/2017 23:59
51558,3/30/2017 22:23,Not Specified,8,0.01,Delivery Truck,77,RR193157,4/16/2017 11:46
53703,6/15/2017 21:16,Not Specified,7,0.022,Delivery Truck,68,JK1609058,7/14/2017 15:25
54437,12/20/2017 17:01,High,8,0.013,Delivery Truck,85,CP1234058,12/27/2017 4:40
55331,12/13/2017 8:20,High,14,0.002,Delivery Truck,69,PC1900048,12/18/2017 8:52
57159,2/13/2017 19:03,Critical,14,0.025,Delivery Truck,76,HR14770102,2/23/2017 19:26
57159,2/12/2017 6:21,Critical,11,0.018,Delivery Truck,76,CK1276045,2/26/2017 7:09
58502,2/12/2017 16:01,Critical,11,0.01,Delivery Truck,65,SB2029064,2/21/2017 18:51
58788,2/2/2017 4:27,Low,10,0.011,Delivery Truck,72,RE1945036,2/26/2017 16:13
59074,8/12/2017 10:42,Low,3,0.003,Delivery Truck,54,AW1084091,9/2/2017 21:35
59233,8/20/2017 23:49,High,13,0.001,Delivery Truck,54,AB10165140,8/27/2017 6:10
59233,8/20/2017 22:23,High,4,0.016,Express Air,54,MR175457,8/28/2017 0:59
59750,7/9/2017 9:02,Low,9,0.023,Delivery Truck,84,SP2092064,8/4/2017 0:31
294,7/15/2017 0:42,Medium,11,0.011,Delivery Truck,89,SF10200134,8/1/2017 13:50
2279,2/23/2017 7:56,Medium,11,0.004,Delivery Truck,92,RB943575,3/20/2017 13:52
2279,2/22/2017 7:55,Medium,5,0.001,Delivery Truck,92,AG52560,3/16/2017 6:10
5318,4/3/2017 5:25,High,14,0.005,Delivery Truck,90,AH21038,4/16/2017 22:46
5318,4/3/2017 5:32,High,9,0.009,Express Air,90,BO1142582,4/28/2017 5:01
5988,11/22/2017 15:37,Not Specified,14,0.024,Express Air,89,KH1633059,12/5/2017 0:57
6115,9/11/2017 1:17,Medium,14,0.002,Delivery Truck,90,FC142457,9/14/2017 20:49
7489,10/1/2017 11:35,Critical,6,0.02,Delivery Truck,95,LT7110117,10/8/2017 20:56
7968,9/15/2017 17:09,Low,9,0.009,Delivery Truck,96,KN16390139,10/3/2017 0:32
8227,1/10/2017 10:08,Not Specified,4,0.019,Express Air,93,HD1478548,1/19/2017 21:31
9123,6/26/2017 9:30,Critical,6,0.01,Express Air,90,MC7575110,7/22/2017 17:36
9860,10/10/2017 15:32,Critical,8,0.024,Delivery Truck,95,CS1246058,10/19/2017 17:55
14275,6/14/2017 16:52,Low,9,0.006,Express Air,96,QJ1925564,7/5/2017 15:15
14275,6/14/2017 2:25,Low,12,0.017,Delivery Truck,96,TS2150559,7/5/2017 23:47
14535,10/1/2017 7:13,Not Specified,12,0.016,Express Air,96,EB1393059,10/2/2017 7:37
19813,3/3/2017 5:25,Critical,12,0.004,Express Air,94,MT807095,3/11/2017 21:04
21892,7/5/2017 21:51,High,13,0.013,Express Air,91,ME17320139,7/10/2017 5:50
24064,7/26/2017 6:49,Medium,12,0.002,Delivery Truck,89,EB13975139,8/20/2017 0:52
26978,6/26/2017 4:47,Medium,8,0.001,Express Air,100,TG1164060,7/5/2017 18:08
28068,8/27/2017 4:39,Low,14,0.02,Express Air,88,EH4125134,9/7/2017 18:24
28802,11/5/2017 14:37,High,12,0.001,Express Air,89,BS116657,11/27/2017 12:05
28802,11/5/2017 7:26,High,9,0.012,Express Air,89,MC1757518,11/13/2017 8:23
28802,11/5/2017 7:24,High,8,0.023,Express Air,89,IM1507059,12/4/2017 21:03
34816,11/6/2017 8:08,Not Specified,8,0.021,Express Air,97,LC1688582,12/3/2017 19:18
34816,11/6/2017 13:39,Not Specified,7,0.016,Express Air,97,TC2098045,11/8/2017 10:43
37925,9/26/2017 12:15,Medium,14,0.019,Delivery Truck,101,DA1345031,10/11/2017 8:52
37925,9/27/2017 10:09,Medium,14,0.025,Express Air,101,CS11950124,10/12/2017 11:04
42500,2/5/2017 11:30,Not Specified,13,0.01,Express Air,99,MO1780051,2/26/2017 22:05
42500,2/6/2017 20:48,Not Specified,14,0.005,Express Air,99,CR127307,3/2/2017 8:13
44162,3/19/2017 22:48,High,9,0.003,Express Air,88,MG768060,4/14/2017 14:20
47750,6/15/2017 14:45,Low,14,0.015,Express Air,97,SC200507,7/15/2017 0:30
47750,6/15/2017 12:47,Low,13,0.003,Express Air,97,BM1178582,7/10/2017 5:33
50210,7/20/2017 16:37,Low,9,0.024,Express Air,99,CS1246011,8/15/2017 21:20
50210,7/20/2017 23:25,Low,10,0.02,Express Air,99,DL13315139,7/31/2017 16:12
51073,5/15/2017 3:10,Not Specified,6,0.007,Express Air,101,NZ1856558,5/20/2017 22:39
51073,5/14/2017 2:24,Not Specified,10,0.001,Express Air,101,CH207060,5/18/2017 4:14
51584,10/17/2017 12:38,Critical,5,0.001,Delivery Truck,92,AS13523,11/15/2017 1:45
51879,8/25/2017 5:31,Not Specified,5,0.011,Express Air,6,ST205307,9/9/2017 15:29
51879,8/25/2017 1:28,Not Specified,8,0.011,Express Air,6,CM1216027,9/10/2017 9:03
53572,5/7/2017 16:11,Medium,9,0.018,Express Air,98,PW19030139,5/26/2017 22:13
53863,6/3/2017 15:05,High,11,0.012,Express Air,102,DR1294058,6/7/2017 8:49
54119,5/23/2017 6:43,Medium,9,0.003,Express Air,6,BS1159045,6/17/2017 7:09
54119,5/22/2017 0:35,Medium,10,0.01,Express Air,6,MB173057,6/1/2017 6:53
56293,1/6/2017 6:38,Not Specified,7,0.014,Express Air,99,JW5220111,1/26/2017 5:48
56293,1/6/2017 17:03,Not Specified,12,0.01,Express Air,99,DO1343558,1/7/2017 18:25
59584,5/29/2017 10:56,Medium,14,0.015,Delivery Truck,73,AB10165140,6/16/2017 11:16
59584,5/28/2017 23:53,Medium,14,0.021,Express Air,73,CC1210082,6/19/2017 9:26
261,6/28/2017 15:09,Medium,11,0.024,Express Air,103,SG2089051,7/18/2017 23:53
5504,1/5/2017 4:33,High,5,0.021,Express Air,107,BM1114059,1/12/2017 6:58
5504,1/6/2017 21:25,High,10,0.003,Express Air,107,MC1763536,1/15/2017 3:15
14375,2/1/2017 8:11,Medium,9,0,Express Air,111,RD19585120,3/3/2017 15:56
16230,2/27/2017 19:15,Low,12,0.021,Express Air,103,JB1600059,3/24/2017 12:12
16230,2/28/2017 13:54,Low,12,0.017,Delivery Truck,103,AH1003082,3/10/2017 18:10
16230,2/27/2017 22:29,Low,14,0.003,Express Air,103,PO1886545,3/9/2017 10:51
16230,2/28/2017 23:10,Low,13,0.011,Express Air,103,AB10060140,3/12/2017 4:12
21024,12/29/2017 6:26,Medium,14,0.002,Express Air,114,AF1088558,1/1/2018 0:45
22629,4/16/2017 20:15,Low,6,0.001,Express Air,103,JL1523536,4/20/2017 4:03
23011,6/15/2017 3:41,Low,9,0.004,Express Air,109,RW9540117,6/18/2017 19:13
26373,7/22/2017 6:29,Medium,10,0.011,Express Air,107,RP985586,8/6/2017 3:26
26978,6/26/2017 10:20,Medium,13,0,Express Air,100,CL1189018,7/13/2017 6:38
26978,6/25/2017 19:37,Medium,13,0.007,Express Air,100,CC1267064,7/13/2017 2:27
26978,6/26/2017 22:09,Medium,5,0.002,Express Air,100,KM1672078,7/20/2017 11:52
27876,9/7/2017 0:05,Low,7,0.017,Express Air,115,CM123857,10/7/2017 3:51
30883,8/21/2017 1:28,Medium,3,0.015,Express Air,106,MG1789097,8/22/2017 17:06
33600,10/7/2017 5:32,Low,14,0.023,Express Air,103,MM1726078,10/17/2017 2:43
33632,3/13/2017 3:51,Critical,9,0.001,Express Air,106,TG2164078,3/19/2017 10:34
34753,1/19/2017 7:12,Not Specified,14,0.016,Express Air,108,CB1202559,1/24/2017 17:31
35812,1/23/2017 20:10,Critical,14,0.008,Delivery Truck,108,MC1784545,1/31/2017 15:27
35812,1/23/2017 9:20,Critical,10,0.005,Express Air,108,MZ751560,2/7/2017 7:16
35812,1/22/2017 9:30,Critical,10,0.007,Express Air,108,MG1820518,1/28/2017 16:04
38017,7/20/2017 14:54,Low,10,0.009,Express Air,100,RA199157,8/3/2017 1:43
38017,7/21/2017 10:52,Low,9,0.008,Express Air,100,TT11265103,7/24/2017 16:04
45763,7/8/2017 18:52,High,11,0.019,Express Air,117,CM1271582,7/26/2017 21:02
48165,11/6/2017 22:01,High,10,0.018,Express Air,113,AM10705102,11/19/2017 13:13
48484,6/24/2017 21:09,Medium,12,0.008,Express Air,108,ZC2191058,7/13/2017 2:24
48484,6/24/2017 16:50,Medium,11,0.017,Express Air,108,JW522087,7/17/2017 16:10
48484,6/23/2017 12:58,Medium,14,0.015,Express Air,108,TG1164060,7/23/2017 6:09
48484,6/23/2017 22:23,Medium,14,0.007,Express Air,108,NW1840082,7/18/2017 9:28
52326,8/4/2017 7:33,Low,4,0.019,Delivery Truck,113,GP474086,8/28/2017 9:23
52737,11/8/2017 19:35,Not Specified,9,0.012,Express Air,106,BW1120045,11/18/2017 19:00
56001,4/12/2017 22:55,Low,9,0.018,Express Air,106,CA1226592,5/4/2017 0:05
59393,11/21/2017 7:09,Medium,12,0.005,Delivery Truck,100,MT807038,12/6/2017 9:43
59712,6/15/2017 9:36,Critical,11,0.018,Express Air,103,AG1052582,6/25/2017 14:55
2720,6/7/2017 13:23,Critical,13,0.017,Express Air,125,CS11950124,6/8/2017 4:37
3687,2/2/2017 7:30,Critical,3,0.01,Delivery Truck,126,JE1616559,2/18/2017 14:43
5346,12/25/2017 5:28,Critical,9,0.013,Delivery Truck,130,HE1480018,1/7/2018 19:51
5346,12/25/2017 19:20,Critical,7,0.007,Delivery Truck,130,AB100157,1/3/2018 16:01
5346,12/26/2017 17:36,Critical,6,0.005,Delivery Truck,130,GH1466527,1/6/2018 13:32
7169,3/26/2017 14:51,Medium,12,0.02,Delivery Truck,122,SP2086045,4/9/2017 22:29
7169,3/26/2017 5:35,Medium,12,0.004,Delivery Truck,122,KM162257,4/15/2017 11:06
8515,12/22/2017 0:59,Critical,9,0.001,Delivery Truck,124,LC7050110,12/23/2017 19:00
8992,11/13/2017 19:03,High,3,0.017,Delivery Truck,123,MT1781545,11/15/2017 23:06
8992,11/13/2017 14:20,High,5,0,Delivery Truck,123,SM2000518,12/8/2017 6:33
8992,11/12/2017 3:32,High,9,0.022,Delivery Truck,123,MM1805548,11/18/2017 7:59
10306,7/21/2017 19:26,Low,3,0.014,Delivery Truck,122,MF1766527,8/9/2017 22:23
10819,8/25/2017 9:21,Critical,11,0.019,Delivery Truck,121,AM10705102,9/2/2017 16:20
11907,8/24/2017 23:27,Low,14,0.022,Delivery Truck,139,SN207107,9/7/2017 6:38
12743,6/24/2017 21:10,High,16,0.01,Delivery Truck,139,CB1202559,7/23/2017 10:13
12902,10/30/2017 12:12,Not Specified,9,0.02,Delivery Truck,140,RE1945036,11/23/2017 20:28
14529,9/20/2017 3:01,Low,5,0.011,Delivery Truck,142,AG27032,10/4/2017 4:22
14529,9/20/2017 19:33,Low,5,0.008,Delivery Truck,142,CP1234036,10/6/2017 18:03
16806,6/17/2017 21:18,High,10,0.025,Delivery Truck,136,PJ19015139,6/27/2017 12:19
16806,6/18/2017 5:14,High,8,0.007,Delivery Truck,136,NC1841593,7/5/2017 19:13
17344,7/19/2017 12:56,Critical,11,0.025,Delivery Truck,129,BV11245120,8/13/2017 10:15
20038,2/27/2017 11:39,Low,13,0.012,Delivery Truck,97,SV2093527,3/28/2017 1:49
20961,1/15/2017 5:45,Not Specified,10,0.022,Delivery Truck,122,FM1429065,1/30/2017 1:35
21671,6/16/2017 22:30,High,9,0.016,Delivery Truck,135,MB1808545,7/8/2017 11:23
23207,10/22/2017 14:52,Critical,10,0.017,Delivery Truck,128,EM1414058,11/14/2017 8:14
24833,7/16/2017 8:33,Not Specified,13,0.021,Delivery Truck,97,DV1304559,7/31/2017 5:09
25830,5/6/2017 6:48,Low,14,0.001,Delivery Truck,144,JD606049,5/8/2017 23:05
25830,5/6/2017 14:13,Low,12,0.022,Delivery Truck,144,BM115757,5/23/2017 16:37
26368,7/15/2017 17:43,Medium,10,0.025,Delivery Truck,123,PB1880593,8/9/2017 1:43
29185,1/20/2017 15:38,High,13,0,Delivery Truck,129,GR1456082,1/26/2017 7:49
29185,1/21/2017 20:05,High,4,0.019,Express Air,129,AS28560,2/9/2017 6:16
29185,1/21/2017 15:39,High,10,0.022,Express Air,129,AA10480130,1/28/2017 7:09
29408,5/3/2017 12:37,Not Specified,12,0.006,Delivery Truck,147,SC2080058,5/4/2017 16:29
30149,12/12/2017 9:00,Medium,9,0.008,Delivery Truck,139,SW207557,12/17/2017 22:08
30149,12/13/2017 17:04,Medium,12,0.021,Delivery Truck,139,HL150407,12/29/2017 0:33
30149,12/13/2017 11:55,Medium,7,0.021,Delivery Truck,139,EG1390045,12/30/2017 2:04
31872,9/7/2017 8:02,Low,3,0.008,Express Air,136,TT114602,10/5/2017 17:59
31872,9/6/2017 0:17,Low,9,0,Delivery Truck,136,PS1876048,10/3/2017 2:57
36480,8/23/2017 3:16,Medium,11,0.014,Delivery Truck,122,DB3660107,9/18/2017 2:43
36805,12/15/2017 5:33,Medium,8,0.013,Delivery Truck,123,NL1831027,12/28/2017 22:27
36805,12/14/2017 6:29,Medium,14,0.021,Express Air,123,LB16795139,1/1/2018 12:54
37410,10/12/2017 7:10,Medium,10,0.015,Delivery Truck,149,BT1168027,10/15/2017 13:12
40164,4/10/2017 7:53,Not Specified,8,0.003,Delivery Truck,149,MH744033,4/17/2017 16:33
41569,7/21/2017 18:22,Critical,3,0.017,Delivery Truck,130,SC2009545,8/14/2017 23:42
41633,11/9/2017 6:29,Low,13,0.01,Delivery Truck,150,DB1306027,12/2/2017 15:16
42112,12/25/2017 0:05,Not Specified,10,0.003,Delivery Truck,150,AR1051027,1/17/2018 17:54
42947,8/27/2017 6:40,Low,8,0.015,Delivery Truck,134,DB1321036,9/10/2017 20:43
44098,1/28/2017 0:31,Low,9,0.021,Delivery Truck,151,PB192107,2/4/2017 14:22
46849,12/13/2017 11:00,Not Specified,7,0.025,Delivery Truck,138,CT1199566,1/10/2018 22:58
47527,9/18/2017 12:03,Medium,7,0.018,Delivery Truck,143,RL196157,9/29/2017 3:58
47750,6/15/2017 8:43,Low,10,0.017,Delivery Truck,97,TW21025139,7/3/2017 2:30
48452,10/9/2017 15:36,High,9,0,Delivery Truck,120,GW1460527,11/5/2017 0:02
48452,10/10/2017 11:48,High,10,0.016,Delivery Truck,120,CV280572,11/2/2017 12:22
48452,10/9/2017 1:42,High,14,0.023,Delivery Truck,120,SC2072518,10/14/2017 23:19
48452,10/9/2017 18:53,High,5,0.016,Delivery Truck,120,ME17320139,11/5/2017 8:27
48452,10/10/2017 18:54,High,10,0.022,Delivery Truck,120,GM1444027,10/19/2017 9:40
52933,8/26/2017 6:48,Low,10,0.024,Express Air,127,RP19855130,9/18/2017 22:59
53025,3/17/2017 11:47,Critical,17,0.003,Delivery Truck,144,NF1859527,3/26/2017 5:12
54304,2/17/2017 22:37,High,12,0.016,Delivery Truck,144,AB1006059,3/14/2017 10:24
56321,4/16/2017 6:46,Critical,8,0.001,Delivery Truck,123,AR1051045,5/14/2017 1:35
56610,3/8/2017 11:17,Medium,10,0.016,Express Air,144,PJ19015139,3/30/2017 6:41
57314,10/13/2017 1:52,Low,9,0.019,Express Air,134,LR1703548,10/22/2017 9:52
57314,10/12/2017 20:09,Low,10,0.004,Delivery Truck,134,MM1805548,10/31/2017 1:10
58913,5/12/2017 8:44,Medium,9,0.019,Delivery Truck,138,LH17155118,5/22/2017 13:11
229,12/29/2017 4:20,Critical,7,0.012,Delivery Truck,154,KA1652539,1/20/2018 7:42
1699,12/29/2017 3:33,Critical,13,0.014,Delivery Truck,158,PW19030139,1/19/2018 20:34
2656,5/3/2017 20:59,Critical,10,0.016,Delivery Truck,160,PS1876048,5/14/2017 14:57
2656,5/4/2017 17:33,Critical,10,0.013,Delivery Truck,160,MB730533,5/22/2017 5:55
4487,2/23/2017 8:17,Medium,3,0.021,Delivery Truck,163,CM1219045,3/20/2017 8:21
5061,8/14/2017 12:29,Critical,12,0.009,Delivery Truck,164,DL333061,8/16/2017 10:21
7015,10/12/2017 19:54,Not Specified,11,0.013,Delivery Truck,154,AR1034582,11/7/2017 7:51
7015,10/12/2017 14:20,Not Specified,12,0.005,Express Air,154,JL1585048,10/26/2017 15:15
12710,8/18/2017 0:21,Critical,9,0.003,Delivery Truck,165,MS17830139,9/11/2017 13:27
14338,1/31/2017 17:34,Low,4,0.02,Delivery Truck,173,GB145307,2/24/2017 4:56
14406,3/9/2017 3:40,Medium,6,0.005,Delivery Truck,174,CC1210082,3/20/2017 1:24
14406,3/9/2017 11:53,Medium,12,0.007,Delivery Truck,174,MP181757,4/4/2017 19:29
14406,3/9/2017 0:59,Medium,8,0.021,Express Air,174,ST2053093,3/31/2017 23:51
15878,11/5/2017 18:23,High,3,0.021,Delivery Truck,173,PO1919527,11/7/2017 7:57
20386,2/28/2017 2:58,Critical,14,0.007,Delivery Truck,173,JB1600093,3/13/2017 7:48
20455,6/29/2017 4:59,Critical,12,0.001,Express Air,177,ML1741031,7/4/2017 7:47
22053,8/21/2017 3:57,Critical,10,0.015,Delivery Truck,164,RB1979518,9/16/2017 1:14
22368,2/20/2017 1:24,Medium,10,0.009,Delivery Truck,155,BG1174078,3/8/2017 2:19
22368,2/19/2017 9:43,Medium,12,0.007,Delivery Truck,155,SC2080058,2/27/2017 20:25
22368,2/19/2017 12:33,Medium,16,0.022,Delivery Truck,155,KA1652548,3/4/2017 15:45
27396,12/9/2017 18:59,Critical,4,0.004,Delivery Truck,164,AB10105140,1/4/2018 6:38
33122,6/19/2017 5:46,Low,15,0,Delivery Truck,176,BT1168027,7/17/2017 5:13
34599,3/4/2017 5:42,Low,10,0.006,Delivery Truck,165,CV1280566,3/24/2017 2:50
34599,3/3/2017 10:38,Low,9,0.014,Delivery Truck,165,TB1152089,3/24/2017 22:42
34721,11/2/2017 8:36,Not Specified,12,0.025,Delivery Truck,181,CM1193531,11/4/2017 17:51
34787,3/1/2017 11:46,Low,15,0.025,Delivery Truck,164,SK1999082,3/3/2017 4:58
